date,target_type,target,horizon,direction,info_type,title,source_url,publisher,strength,confidence,source_weight,event_tag
2026-03-16,market,MARKET,short,neutral,news,3 15刚落幕，GEO服务还在电商平台叫卖！298元起就能“操控”大模型搜索结果？,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,3 15曝光三无外泌体乱象，医生：国内无临床批准，距应用至少5—10年,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,30小时后发声！黄天鹅创始人直播间澄清：无人工合成角黄素，并坦言“委屈”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,315晚会曝光AI“投毒”灰产链，暴露大模型背后算法高危漏洞,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,360回应“安全龙虾”私钥泄露事件,,凤凰财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,3·15晚会后，哈啰租电动车业务下架,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,3·15曝光医美外泌体乱象，被点名企业由深圳一企业持股,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,3月16日增减持汇总：晋拓股份等18家公司拟减持，无A股公司增持（表）,,新浪财经,2,0.62,0.85,share_reduction
2026-03-16,market,MARKET,short,neutral,news,3月16日起，聊城市主城区公交恢复收费运营,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,4组数字，丈量2026年经济起步走势,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,6.3%！工业经济开局“向新”，新动能带动上下游齐发力,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,603828、600476，被证监会立案,,凤凰财经,4,0.82,0.85,regulatory_negative
2026-03-16,market,MARKET,short,neutral,news,650℃超超临界机组核心部件成功浇注,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,85家中小银行密集增资，国资主导、可转债成新选项,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,999元旅游卡承诺“不用可退”，没等预约就关店！挂“国旅”招牌实为百货商行,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,A 股市场或将迎来首批具身智能上市公司,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,A+H！半导体龙头集体大涨,,财联社,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,AI“龙虾”把短剧打成白菜价，中文在线IPO前遭版权狙击,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,AI智能体从概念走向应用 行业首款教师专属AI智能体九章龙虾发布,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,ALCO HOLDINGS正考虑一项可能进行的集资活动,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,AWE2026闭幕：AI科技重塑智慧生活,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,COLMO推出新一代智能家居解决方案,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,Future Source：三星连续 12 年领跑全球条形音箱市场,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,GEO被曝“投毒”，券商与基金集体困惑：还能不能做了？界限如何判定？,,财联社,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,IDG、红杉中国及联想集团押注 思谋科技冲刺“工业AI智能体第一股”,,财联社,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,IPO临门一脚，专利诉讼破门而入：傅里叶半导体遭遇“精准狙击”,,凤凰财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,IWF2026上海国际健身展落幕，AI智能健身引领行业新潮流,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,MOVA 智慧厨房生态业务PDT负责人单良：让AI科技重新定义智慧厨房,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,Meta与Nebius签署五年协议 拟斥资最高270亿美元采购AI基础设施,,财联社,2,0.62,0.85,contract_win
2026-03-16,market,MARKET,short,neutral,news,OpenClaw部门/团队级部署研讨会在北上深三地成功举办，FusionXpark让团队级“养虾”更从容,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,PriceSeek提醒：裕龙石化MMA项目投产成功,,同花顺,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,PriceSeek重点提醒：2026年光伏招标规模同比降14.8%,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,PriceSeek重点提醒：霍尔木兹受阻 日本汽油价暴涨,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,SMARTMORE冲刺“工业AI智能体第一股”，光刻设备商芯碁微装拟A+H,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,ST尔雅子公司就逾亿元买卖合同纠纷提起诉讼 法院已受理尚未开庭,,新浪财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,bearish,news,ST柯利达及董事长顾益明因涉嫌信息披露违法违规被证监会立案调查,,新浪财经,4,0.82,0.85,regulatory_negative
2026-03-16,market,MARKET,short,neutral,news,ST路通(300555)拟对全资子公司减资5703万元 注册资本降幅达95.05%,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,ST逸飞控股子公司签订2.1亿元锂电智慧物流装备合同 占去年营收30%,,新浪财经,4,0.82,0.85,
2026-03-16,market,MARKET,short,neutral,news,Token为王！阿里巴巴重要组织调整,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,ZARA“三点式”儿童泳衣引争议，客服回应,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,ZARA售卖三角比基尼女童泳衣引争议，客服回应：该商品体型较小的成年人也能购买使用，担心走光可以自行搭配外搭,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,ZPMC“智造”亮相中国国家博物馆,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“27微克”为何是未来五年大气治理的“新标尺”？专访贺克斌,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“3·15”晚会曝光双氧水漂白鸡爪背后，多氟多子公司被查！系一年多前关联交易取得控股权,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“3·15”曝光医美外泌体“套证”陷阱，锦波生物发声,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“3·15”曝光医美外泌体“套证”陷阱，锦波生物发声,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“5G工厂”建设项目最高奖励200万元 北京优化四大模式攻坚“全智”转型,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“一人公司”成创业新风口，银行金融服务抢滩布局该怎么玩？,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“为鸟熄灯”的万亿城区，又划定了126.89平方公里开发边界,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“停息挂账”“假冒网站”“冒牌催收”……这些贷款虚假营销如何识别？,,中证网,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“十五五”规划纲要定调卫星互联网，天地一体建设提速,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“十五五”规划纲要藏着哪些民生福利？,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“反脑控神器”实为三无产品，淘宝已全面下架此类产品,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“大赢家”！这家参会企业现场获百万级投资,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“家有金山”的紫金矿业 投了“普洛斯系”基金,,财联社,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“对抗”AI的HALO爆火，传统能源重回聚光灯下了吗？,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“影视川军”将集中亮相香港国际影视展，《苏东坡》《八仙》等影片来了！,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“投毒”成产业链！只要花钱，甚至能让AI推荐不存在的品牌……,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,“抗衰神药”塌房！中国尚未获批上市的外泌体是什么？专家：本质是细胞运输载体，已有患者出现不良反应就医,,同花顺,4,0.82,0.85,regulatory_positive
2026-03-16,market,MARKET,short,bearish,news,“梅向荣融资担保”事件上海警方已立案调查，有投资者称“投了几十万”,,同花顺,4,0.82,0.85,regulatory_negative
2026-03-16,market,MARKET,short,neutral,news,“漂白鸡爪”牵出364亿多氟多，河南“富豪家族”能撇清吗？,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“禁限塑”之后，怎么把菜拎回家？这份环保替代品清单请收好→,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,“绿电直连”，都来了！一汽项目签约，中石油首个项目获批,,同花顺,4,0.82,0.85,regulatory_positive
2026-03-16,market,MARKET,short,neutral,news,“融光”大模型发布！中国能建深化部署“人工智能+”专项行动,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“野生”蜂蜜能明目、抗衰老，降“三高”？网店被判十倍赔偿,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,“龙虾”当助手、OPC专区搭平台，广东春招的人才磁场有多强？,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,《关于医保支持基层医疗卫生服务发展的指导意见》政策解读,,同花顺,2,0.62,0.85,regulatory_positive
2026-03-16,market,MARKET,short,neutral,news,【CEA】全国碳市场每日综合价格行情及成交信息20260316,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,【中证十点半】筹划重大资产重组，高凌信息明起停牌；南网储能拟投资约73.79亿元建设抽水蓄能电站项目,,中证网,2,0.62,0.85,trading_halt
2026-03-16,market,MARKET,short,neutral,news,【协会动态】协会与广东国防科技产业促进会成功举办业务对接会，共推军民融合大健康产业高质量发展,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,【山东】山东评协走访民进山东省委会 共商资产评估行业统战工作深化发展,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,【明日主题前瞻】AI融合赋能与政策资本加持下，脑机接口加速开启商业化增长周期,,财联社,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,【申万宏源策略】分化与回归——2026年春季港股及海外中资股投资策略,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,【申万宏源策略】已凌千峰凭栏望，犹有青云万里程——申万宏源2026年春季黄金投资策略展望,,新浪财经,2,0.62,0.85,guidance_positive
2026-03-16,market,MARKET,short,neutral,news,【西街观察】硬科技当主角，“真重组”换新估值,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,【风口解读】怡合达股东拟减持不超2.73%，去年频遭股东抛售,,新浪财经,4,0.82,0.85,share_reduction
2026-03-16,market,MARKET,short,neutral,news,一人公司兴起、火箭问天、百亿项目落地 成都正在更新产业“新名片”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,一份报告揭秘AI智能体“龙虾”风险,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,一张图看“十五五”规划纲要中的信息通信,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,一彬科技1.6亿元战略投资上海传芯 布局半导体掩模基板领域,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,一彬科技斥资1.6亿元战略投资上海传芯半导体 共获9.4088%股权,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,万华化学2025年净利润同比下滑3.88% 连续两年“增收不增利”,,新浪财经,2,0.62,0.85,earnings_negative
2026-03-16,market,MARKET,short,neutral,news,三大航集体推出“机票买贵退”，再度挥剑“机票销售乱象”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,三星打造无缝互联的冬奥与冬残奥体验 为洛杉矶奥运会奠定坚实基础,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,三月高端新能源车扎堆上新 多方竞技重塑市场格局丨新经济观察,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,三次转让，估值缩水超过一半？永辉超市回应8000万元出售小贷公司剩余股权,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,三角防务斥资2亿元设立航天合资公司 布局卫星产业链业务,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,上新场景、打通动脉、更新城市地标 成都正全方位刷新“幸福刻度”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,上汽奥迪 E7X 开启“先行者计划”，4 月北京车展亮相,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,上海二手房网签系统数次崩溃！周成交量创五年来新高，小阳春已确定！中介：没时间吃饭，一套房被2名客户抢,,华尔街见闻,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,上海健康医学院中芬国际健康学院揭牌成立,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,上海新阳去年净利大增71%并拟10派4.8元，或利好于股民索赔,,新浪财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,上海滩“织”出名品！“夏津纱线”六年参展见证区域品牌崛起,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,上海金融与发展实验室主任曾刚：理财公司评级监管将重塑行业发展逻辑 头部公司优势进一步放大,,同花顺,2,0.62,0.85,regulatory_negative
2026-03-16,market,MARKET,short,neutral,news,上海闵行：战略性新兴产业产值占规上工业总产值比重达到56.3%,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,专访中国消费经济学会副理事长洪涛：建议通过缩短工作日挖掘消费新潜能,,同花顺,2,0.62,0.85,regulatory_positive
2026-03-16,market,MARKET,short,neutral,news,专访中国能源研究会能源政策研究室主任林卫斌：预计到2030年非化石能源占能源消费总量比重超25%,,同花顺,2,0.62,0.85,guidance_positive
2026-03-16,market,MARKET,short,neutral,news,专访厦门大学中国能源政策研究院院长林伯强：拒绝被石油“卡脖子”！ 中国能源转型的“王牌”有哪些？,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,世界银行确认向南非信贷担保机构提供3.5亿美元资金,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,世盟股份拟使用2.41亿元募集资金置换预先投入自筹资金,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,世盟股份调整募投项目资金分配 5.58亿元募资重点投向运营中心建设,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,世纪互联2025年总营收达99.5亿元 基地型业务成重要增长驱动力,,新浪财经,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,业绩持续承压、内部管理失序……多重困境中沃森生物控制权或将变更|速读公告,,财联社,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,东北证券廖博：春季布局“先能化，后农产品”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,东华科技收到建设工程合同纠纷二审判决书 需支付款项合计约1.05亿元,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,东方汇理姚远：中国制造业竞争力和股市反弹吸引外资回流,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,东方汇理姚远：闭眼投AI时代已经结束,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,东莞220家单位组团揽才,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,东莞8000个岗位亮相广东春招大会，OPC、算法人才供需两旺,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,东莞探路“一人公司”，OPC模式激活AI创业潮,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,东莞材料所发布MatChat 2，打造材料科学的智能研究新范式,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,东风日产 NX8 车型 3 月 20 日预售：品牌首款增程 SUV，大五座布局,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,东鹏饮料：构筑“A+H”双平台下的增长新曲线,,中证网,3,0.74,0.85,
2026-03-16,market,MARKET,short,neutral,news,两部门发布《应急救援员职业资格管理办法（试行）》,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,个人缴存比例可自愿“加码”！深圳公积金“新政”重磅发布,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中东战火推高石油价格，不起眼的一次性手套也悄悄涨价了,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中交集团党委传达学习习近平总书记在全国两会期间重要讲话和全国两会精神,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中亦科技：公司与阿里云在涉及IT基础架构的产品和服务领域一直进行着深入合作,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中信出版2025年报解读：扣非净利润大降25.34% 经营现金流大增39%,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中信海直2025年报解读：经营现金流增61.20% 财务费用涨154.93%,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中信特钢战略重组组织架构 成立供应链中心强化集中管理,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中关村国际技术交易中心启动运营,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中关村国际技术交易中心启动运营,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中关村国际技术交易中心正式启动运营,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中关村国际技术交易中心正式启动运营,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中国中煤参加2026年中央企业产业兴疆工作座谈会,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中国人民银行伊犁哈萨克自治州分行：做好金融赋能“加减乘除” 助力激活乡村全面振兴新动能,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中国信通院：新一代智能终端迈入规模化商用新阶段,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中国农村杂志社编辑出版《2026中央一号文件专刊》,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中国平安发布行业首个商业航天综合金融解决方案,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中国投资有限责任公司原副董事长、总经理屠光绍：并购市场是经济高质量发展的重要支撑,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中国烹协：今年前两月餐饮消费复苏创历史新高,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中国电影：截至2月底国内已开业CINITY影厅256个，其中CLED影厅76个,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中国科学院院士欧阳明高详解新能源汽车未来图景：全固态电池产业化尚需三至五年,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中国经济是无比广阔的深海蓝海,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中国银行湖北省分行以创新举措开展“3·15”金融消费者权益保护宣传,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中央网信办：持续深化网络综合治理 坚决筑牢网络安全屏障,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bullish,news,中无人机2025年报解读：营收增340.11%扭亏为盈 经营现金流净额转负超13亿元,,新浪财经,4,0.82,0.85,earnings_positive
2026-03-16,market,MARKET,short,neutral,news,中无人机拟动用23亿元闲置募集资金进行现金管理 期限不超12个月,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中科星图陈桂孙受邀参与《中国正在说》，共话十五五科技领跑与低空经济发展新篇,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中粮资本：机构调研有助于公司深入了解资本市场关切，优化投资者沟通,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中美两国经贸团队在法国巴黎结束中美经贸磋商,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中美在法国巴黎举行经贸磋商,,中新经纬,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,中航投控拟转让上海鲸禧保险经纪100%股权,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,丹麦呼吁欧盟就霍尔木兹海峡局势采取统一应对措施,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,丹麦首相称赞加拿大总理批评美国的演讲,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,乌克兰教训伊朗再度上演？高盛：谨慎抄底，停火消息或成最佳出货时机,,华尔街见闻,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,买理财不披露，新天地及董事长等被出具警示函,,新浪财经,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,事关AI Agent，阿里巴巴重大宣布！,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,事关并购市场！屠光绍、周小全、宋志平、吴晓求、范树奎发声,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,事关深圳公积金新规，4月1日起执行,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,云从科技发布智能信贷报告智能体,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,亚洲能源物流：吴冠云获委任为提名委员会主席,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,bearish,news,交易价格1239万欧元，标的评估值超3200万欧元 万顺新材拟折价六成收购欧洲亏损铝箔厂,,新浪财经,4,0.82,0.85,earnings_negative
2026-03-16,market,MARKET,short,neutral,news,京杭大运河连续五年实现全线水流贯通,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,人类快到用嘴开车的时候了,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,今年前2月全国铁路客货运量创历史新高,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,今年春运广州白云机场口岸出入境客流量航班量“双升双旺”,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,今日起执行！央行上海总部：上海商业用房首付降至最低30％,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,从500元“装虾”到199元“卸虾”，“养虾人”后悔，“卖铲人”赢了,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,从“人控设备”到“空间懂人”，华为鸿蒙智家解码智慧全生态时代的跃迁之路,,财联社,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,从义乌走向世界：一家彩妆企业的品牌出海之路,,同花顺,2,0.62,0.85,
2026-03-16,market,MARKET,short,neutral,news,从开年经济数据透视“十五五”新动能,,同花顺,2,0.62,0.85,
